メッシ?,population,A29_004,A29_005,Shigaika,Chosei,distance,emRoad,L01_100,L02_094,LandPrice
52370301949,,,,,3,4597.458506,,,,
52370301966,,,,,3,4212.434115,,,,
52370301967,,,,,3,4303.102335,,,,
52370301968,,,,,3,4394.886327,,,,
52370301961,,,,,3,3778.607042,,,,
52370301946,,,,,3,4329.153179,,,,
52370301947,,,,,3,4417.428168,,,,
52370301948,,,,,3,4506.886298,,,,
52370301957,,,,,3,4359.625034,,,,
52370301974,,,,,3,3975.755376,,,,
52370301975,,,,,3,4065.244998,,,,
52370301976,,,,,3,4155.965621,,,,
52370301969,,,,,3,4487.717633,,,,
52370301954,,,,,3,4094.970636,,,,
52370301955,,,,,3,4181.911686,,,,
52370301956,,,,,3,4270.156202,,,,
52370301965,,,,,3,4122.955273,,,,
52370301982,,,,,3,3740.350751,,,,
52370301983,,,,,3,3828.486456,,,,
52370301984,,,,,3,3917.989316,,,,
52370301977,,,,,3,4247.838377,,,,
52370301962,,,,,3,3862.47618,,,,
52370301963,,,,,3,3947.888138,,,,
52370301964,,,,,3,4034.744938,,,,
52370301973,,,,,3,3887.581761,,,,
52370301990,,,,,3,3506.632294,,,,
52370301991,,,,,3,3593.195616,,,,
52370301992,,,,,3,3681.28864,,,,
52370301985,,,,,3,4008.767764,,,,
52370301970,,,,,3,3631.908381,,,,
52370301971,,,,,3,3715.555923,,,,
52370301972,,,,,3,3800.815741,,,,
52370301981,,,,,3,3653.681137,,,,
52370301998,,,,,3,4236.514432,,,,
52370301999,,,,,3,4332.737353,,,,
52370302900,13.24,,,,3,4917.933188,,,,
52370301993,,,,,3,3770.80416,,,,
52370301978,,,,,3,4340.790115,,,,
52370301979,,,,,3,4434.752995,,,,
52370301980,,,,,3,3568.584432,,,,
52370301989,3.29,,,,3,4383.035941,,,,
52370302906,,,,,3,5462.838453,,,,
52370302907,,,,,3,5556.728619,,,,
52370302908,,,,,3,5651.381368,,,,
52370302901,2.75,,,,3,5006.315986,,,,
52370301986,,,,,3,4100.737091,,,,
52370301987,,,,,3,4193.818954,,,,
52370301988,,,,,3,4287.940904,,,,
52370301997,,,,,3,4141.224807,,,,
52370302914,,,,,3,5222.733018,1,,,
52370302915,,,,,3,5315.92516,1,,,
52370302916,,,,,3,5409.938037,1,,,
52370302909,,,,,3,5746.759023,,,,
52370301994,,,,,3,3861.643258,,,,
52370301995,,,,,3,3953.714708,,,,
52370301996,,,,,3,4046.934403,,,,
52370302905,,,,,3,5369.75087,,,,
52370300994,,,,,3,3026.572204,,,,
52370300995,,,,,3,3101.168308,,,,
52370300996,,,,,3,3178.143625,,,,
52370302917,,,,,3,5504.729601,,,,
52370302902,2.75,,,,3,5095.741549,,,,
52370302903,2.75,,,,3,5186.155938,1,,,
52370302904,,,,,3,5277.508335,1,,,
52370302913,,,,,3,5130.406334,,,,
52370302930,2.5,,,,3,4744.609977,,,,
52370302931,2.5,,,,3,4836.158576,,,,
52370302932,,,,,3,4928.669618,,,,
52370302925,,,,,3,5263.109198,,,,
52370302910,3.29,,,,3,4859.110035,,,,
52370302911,9.32,,,,3,4948.542639,,,,
52370302912,8.25,,,,3,5038.992675,,,,
52370302921,2.75,,,,3,4891.765631,,,,
52370302938,12,,,,3,5501.193554,1,,,
52370302939,,,,,3,5599.127176,1,,,
52370302940,2.5,,,,3,4689.080239,,,,
52370302933,,,,,3,5022.089917,,,,
52370302918,,,,,3,5600.260313,,,,
52370302919,,,,,3,5696.492989,,,,
52370302920,,,,,3,4801.276504,,,,
52370302929,,,,,3,5647.233629,,,,
52370302946,,,,,3,5257.735176,,,,
52370302947,,,,,3,5355.218568,,,,
52370302948,,,,,3,5453.366027,,,,
52370302941,,,,,3,4781.691171,,,,
52370302926,,,,,3,5358.047907,1,,,
52370302927,,,,,3,5453.740478,1,,,
52370302928,,,,,3,5550.147922,1,,,
52370302937,6,,,,3,5403.913821,,,,
52370302954,,,,,3,5014.573438,,,,
52370302955,,,,,3,5111.558153,,,,
52370302956,,,,,3,5209.256648,,,,
52370302949,12,,,,3,5552.14234,,,,
52370302934,,,,,3,5116.369672,,,,
52370302935,,,,,3,5211.462239,,,,
52370302936,,,,,3,5307.323931,,,,
52370302945,,,,,3,5160.95348,,,,
52370302962,4,,,,3,4771.880831,,,,
52370302963,,,,,3,4868.307828,,,,
52370302964,9,,,,3,4965.505343,,,,
52370302957,4,,,,3,5307.629507,,,,
52370302942,,,,,3,4875.234932,,,,
52370302943,,,,,3,4969.65885,,,,
52370302944,,,,,3,5064.913701,,,,
52370302953,,,,,3,4918.344723,,,,
52370302970,2.5,,,,3,4529.664093,,,,
52370302971,4.5,,,,3,4625.465043,,,,
52370302972,,,,,3,4722.10169,,,,
52370302965,,,,,3,5063.429005,,,,
52370302950,,,,,3,4634.663628,,,,
52370302951,,,,,3,4728.339554,,,,
52370302952,,,,,3,4822.917259,,,,
52370302961,2,,,,3,4676.272013,,,,
52370300923,,,,,3,3486.736724,,,,
52370300924,,,,,3,3547.988666,,,,
52370300925,,,,,3,3611.836434,,,,
52370300910,,,,,3,3403.045718,,,,
52370300903,,,,,3,3645.671201,,,,
52370300904,,,,,3,3704.297252,,,,
52370300905,,,,,3,3765.496853,,,,
52370300922,,,,,3,3428.219747,,,,
52370297901,31.33,,,,3,4148.660922,,,,
52370297902,9.18,,,,3,4043.45718,1,,,
52370297903,10.97,,,,3,3938.771254,,,,
52370300918,,,,,3,3890.099704,,,,
52370300911,,,,,3,3454.398625,,,,
52370300912,,,,,3,3508.741655,,,,
52370300913,,,,,3,3565.938111,,,,
52370297900,8.67,,,,3,4254.344062,,,,
52370300938,,,,,3,3746.121174,,,,
52370300939,,,,,3,3820.41231,,,,
52370300940,,,,,3,3155.569128,,,,
52370300933,,,,,3,3408.300626,,,,
52370300919,,,,,3,3961.693291,,,,
52370300920,,,,,3,3319.962427,,,,
52370300921,,,,,3,3372.580093,,,,
52370300929,,,,,3,3890.552794,,,,
52370300946,,,,,3,3530.462165,,,,
52370300947,,,,,3,3601.914488,,,,
52370300948,,,,,3,3675.54903,,,,
52370300941,,,,,3,3210.880729,,,,
52370300926,,,,,3,3678.144855,,,,
52370300927,,,,,3,3746.783292,,,,
52370300928,,,,,3,3817.626075,,,,
52370300937,,,,,3,3673.900598,,,,
52370300954,,,,,3,3319.09596,,,,
52370300955,,,,,3,3387.258854,,,,
52370300956,,,,,3,3457.874289,,,,
52370300949,,,,,3,3751.237292,,,,
52370300934,,,,,3,3470.936364,,,,
52370300935,,,,,3,3536.174956,,,,
52370300936,,,,,3,3603.875058,,,,
52370300945,,,,,3,3461.327205,,,,
52370300962,,,,,3,3113.091964,,,,
52370300963,,,,,3,3177.415141,,,,
52370300964,,,,,3,3244.509142,,,,
52370300957,,,,,3,3530.795121,,,,
52370300942,,,,,3,3269.272281,,,,
52370300943,,,,,3,3330.581799,,,,
52370300944,,,,,3,3394.65119,,,,
52370300953,,,,,3,3253.539751,,,,
52370300970,,,,,3,2913.48107,,,,
52370300971,,,,,3,2973.297728,,,,
52370300972,,,,,3,3036.259816,,,,
52370300965,,,,,3,3314.205692,,,,
52370300950,,,,,3,3074.146099,,,,
52370300951,,,,,3,3130.895888,,,,
52370300952,,,,,3,3190.750896,,,,
52370300961,,,,,3,3051.714817,,,,
52370300978,,,,,3,3469.914285,,,,
52370300979,,,,,3,3549.98708,,,,
52370300980,6.67,,,,3,2834.158974,,,,
52370300973,,,,,3,3102.175826,,,,
52370300958,,,,,3,3605.881491,,,,
52370300959,,,,,3,3683.000958,,,,
52370300960,,,,,3,2993.464915,,,,
52370300969,,,,,3,3615.924673,,,,
52370300986,,,,,3,3246.367059,,,,
52370300987,,,,,3,3323.928826,,,,
52370300988,,,,,3,3403.579493,,,,
52370300981,3.33,,,,3,2895.614067,,,,
52370300966,,,,,3,3386.344107,,,,
52370300967,,,,,3,3460.771694,,,,
52370300968,,,,,3,3537.343964,,,,
52370300977,,,,,3,3391.820909,,,,
52370297979,7.34,,,,3,3277.819459,,,,
52370297980,,,,,3,4170.284822,,,,
52370297981,,,,,3,4063.942737,,,,
52370300989,,,,,3,3485.175848,,,,
52370300974,,,,,3,3170.861549,,,,
52370300975,,,,,3,3242.140962,,,,
52370300976,,,,,3,3315.846807,,,,
52370300985,,,,,3,3171.04747,,,,
52370301902,7.61,,,,3,4256.051453,1,,,
52370301903,,,,,3,4333.718233,1,,,
52370301904,,,,,3,4412.992468,1,,,
52370300997,,,,,3,3257.329489,,,,
52370300982,,,,,3,2960.228229,,,,
52370300983,,,,,3,3027.799222,,,,
52370300984,,,,,3,3098.133592,,,,
52370300993,,,,,3,2954.535523,,,,
52370301910,,,,,3,4035.26956,,,,
52370301911,,,,,3,4110.722055,,,,
52370301912,,,,,3,4187.94937,,,,
52370301905,2.9,,,,3,4493.789091,1,,,
52370300990,,,,,3,2755.754153,,,,
52370300991,,,,,3,2818.918411,,,,
52370300992,,,,,3,2885.249972,,,,
52370301901,,,,,3,4180.081725,,,,
52370301918,,,,,3,4683.52959,,,,
52370301919,10.15,,,,3,4770.752079,,,,
52370301920,,,,,3,3965.448478,,,,
52370301913,,,,,3,4266.855141,,,,
52370300998,,,,,3,3338.568616,,,,
52370300999,,,,,3,3421.714766,,,,
52370301900,,,,,3,4105.903248,,,,
52370301909,,,,,3,4830.650388,,,,
52370301926,,,,,3,4450.425067,,,,
52370301927,,,,,3,4536.342524,,,,
52370301928,,,,,3,4623.502174,,,,
52370301921,,,,,3,4042.203688,,,,
52370301906,,,,,3,4576.027465,,,,
52370301907,,,,,3,4659.631259,,,,
52370301908,3.38,,,,3,4744.528293,,,,
52370301917,,,,,3,4597.50719,,,,
52370301934,,,,,3,4218.993332,,,,
52370301935,,,,,3,4303.431233,,,,
52370301936,,,,,3,4389.235051,,,,
52370301929,,,,,3,4711.835085,,,,
52370301914,,,,,3,4347.347978,,,,
52370301915,,,,,3,4429.341362,,,,
52370301916,,,,,3,4512.753505,,,,
52370301925,,,,,3,4365.823137,,,,
52370301942,,,,,3,3989.439842,,,,
52370301943,,,,,3,4072.191362,,,,
52370301944,,,,,3,4156.453141,,,,
52370301937,,,,,3,4476.326242,,,,
52370301922,,,,,3,4120.714519,,,,
52370301923,,,,,3,4200.882541,,,,
52370301924,,,,,3,4282.614694,,,,
52370301933,,,,,3,4136.005002,,,,
52370317904,,,,,3,6132.624394,,,,
52370317905,,,,,3,6182.488455,,,,
52370316998,23.4,,,,3,5093.387168,,,,
52370316999,13.36,,,,3,5138.015322,,,,
52370316984,,,,,3,5025.720639,,,,
52370316985,,,,,3,5060.586739,,,,
52370316994,14.48,,,,3,4937.460299,,,,
52370316995,5.79,,,,3,4972.944857,,,,
52370317912,,,,,3,5953.344386,,,,
52370317913,,,,,3,6000.325709,,,,
52370317906,,,,,3,6234.058327,,,,
52370317907,,,,,3,6287.292038,,,,
52370316992,,,,,3,4873.796052,,,,
52370316993,,,,,3,4904.39429,,,,
52370317902,,,,,3,6038.181294,,,,
52370317903,,,,,3,6084.508081,,,,
52370317920,,,,,3,5779.171596,,,,
52370317921,,,,,3,5823.052674,,,,
52370317914,,,,,3,6049.11115,,,,
52370317915,,,,,3,6099.657425,,,,
52370317900,,,,,3,5951.061847,,,,
52370317901,,,,,3,5993.685526,,,,
52370317910,,,,,3,5864.965849,,,,
52370317911,,,,,3,5908.210219,,,,
52370317928,,,,,3,6181.134369,,,,
52370317929,,,,,3,6239.025676,,,,
52370317922,,,,,3,5868.84129,,,,
52370317923,,,,,3,5916.49316,,,,
52370318943,,,,,3,6333.704523,,,,
52370318944,,,,,3,6400.469023,,,,
52370317918,,,,,3,6261.427422,,,,
52370317919,,,,,3,6318.583721,,,,
52370317936,,,,,3,5988.751328,,,,
52370317937,,,,,3,6044.14421,,,,
52370317930,,,,,3,5693.58471,,,,
52370317931,,,,,3,5738.119856,,,,
52370317916,,,,,3,6151.921133,,,,
52370317917,,,,,3,6205.858885,,,,
52370317926,,,,,3,6070.180947,,,,
52370317927,,,,,3,6124.838002,,,,
52370317944,8.1,,,,3,5800.411609,,,,
52370317945,,,,,3,5853.104325,,,,
52370317938,,,,,3,6101.184595,,,,
52370317939,,,,,3,6159.826717,,,,
52370317924,,,,,3,5965.963639,,,,
52370317925,,,,,3,6017.207875,,,,
52370317934,,,,,3,5883.092825,,,,
52370317935,,,,,3,5935.052075,,,,
52370317952,17.28,,,,3,5616.727902,,,,
52370317953,14.09,,,,3,5666.498705,,,,
52370317946,,,,,3,5907.547951,,,,
52370317947,,,,,3,5963.694535,,,,
52370317932,,,,,3,5784.580313,,,,
52370317933,,,,,3,5832.920077,,,,
52370317942,,,,,3,5700.471498,,,,
52370317943,3.29,,,,3,5749.517938,,,,
52370317960,,,,,3,5438.064268,,,,
52370317961,3.71,,,,3,5484.67312,,,,
52370317954,,,,,3,5718.130781,,,,
52370317955,,,,,3,5771.574181,,,,
52370317940,,,,,3,5608.112334,,,,
52370317941,3.29,,,,3,5653.320362,,,,
52370317950,,,,,3,5522.969506,,,,
52370317951,7,,,,3,5568.868275,,,,
52370317968,,,,,3,5863.440664,,,,
52370317969,,,,,3,5924.434609,,,,
52370317962,14.84,,,,3,5533.26052,,,,
52370317963,8.1,,,,3,5583.77482,,,,
52370317948,,,,,3,6021.496443,,,,
52370317949,,,,,3,6080.906475,,,,
52370317958,,,,,3,5942.275371,,,,
52370317959,,,,,3,6002.468922,,,,
52370317976,7.71,,,,3,5666.213795,,,,
52370317977,,,,,3,5724.725965,,,,
52370317970,,,,,3,5353.306451,,,,
52370317971,14.84,,,,3,5400.646328,,,,
52370317956,,,,,3,5826.779067,,,,
52370317957,,,,,3,5883.69586,,,,
52370317966,19.29,,,,3,5746.361323,,,,
52370317967,,,,,3,5804.06617,,,,
52370278963,,,,,3,2468.461802,,,,
52370278972,,,,,3,2595.131607,1,,,
52370278973,,,,,3,2482.166773,,,,
52370278974,,,,,3,2369.348844,,,,
52370317964,,,,,3,5636.164215,,,,
52370317965,6.83,,,,3,5690.376916,,,,
52370317974,13.67,,,,3,5554.428021,,,,
52370317975,,,,,3,5609.430143,,,,
52370278971,,,,,3,2708.224958,1,,,
52370278980,,,,,3,2836.45896,1,,,
52370278981,,,,,3,2723.87834,1,,,
52370278982,,,,,3,2611.46413,,,,
52370278967,6,,,,3,2015.252104,,,,
52370278960,,,,,3,2809.385142,,,,
52370278961,,,,,3,2695.671721,,,,
52370278962,,,,,3,2582.027424,1,,,
52370278979,,,,,3,1808.424339,,,,
52370278988,7.13,,,,3,1942.089762,,,,
52370278989,,,,,3,1831.794327,,,,
52370278990,,,,,3,2854.385116,1,,,
52370278975,,,,,3,2256.69986,,,,
52370278968,7.13,,,,3,1902.306972,,,,
52370278969,7.13,,,,3,1789.558944,,,,
52370278970,,,,,3,2821.431368,,,,
52370278987,,,,,3,2052.845082,,,,
52370278996,,,,,3,2187.441477,,,,
52370278997,,,,,3,2077.553031,,,,
52370278998,,,,,3,1968.189723,,,,
52370278983,,,,,3,2499.23879,,,,
52370278976,,,,,3,2144.246453,,,,
52370278977,7.13,,,,3,2032.0211,,,,
52370278978,10.69,,,,3,1920.063798,,,,
52370278995,,,,,3,2297.779714,,,,
52370279910,13,,,,3,1646.753499,,,,
52370279911,7.7,,,,3,1532.308448,,,,
52370279912,26.14,,,,3,1417.872009,,,,
52370278991,,,,,3,2742.541612,,,,
52370278984,,,,,3,2387.228962,,,,
52370278985,,,,,3,2275.466478,,,,
52370278986,,,,,3,2163.989669,,,,
52370279903,,,,,3,1310.169511,,,,
52370279931,7.68,,,,3,1532.156892,,,,
52370279940,9.3,,,,3,1651.648609,,,,
52370279941,81.91,,,,3,1537.570332,,,,
52370278999,,,,,3,1859.444222,,,,
52370278992,,,,,3,2630.926118,,,,
52370278993,,,,,3,2519.568942,,,,
52370278994,,,,,3,2408.505921,,,,
52370338944,,,,,3,5025.002795,,,,
52370338945,,,,,3,5111.447887,,,,
52370338938,,,,,3,5434.722285,,,,
52370338939,,,,,3,5524.254852,,,,
52370338924,,,,,3,5149.175602,,,,
52370338925,,,,,3,5233.571806,,,,
52370338934,,,,,3,5086.628532,1,,,
52370338935,,,,,3,5172.044592,1,,,
52370338952,,,,,3,4792.713502,,,,
52370338953,4.36,,,,3,4877.896716,,,,
52370338946,,,,,3,5198.978562,,,,
52370338947,2.5,,,,3,5287.54091,,,,
52370338932,,,,,3,4919.347125,1,,,
52370338933,2.5,,,,3,5002.376115,1,,,
52370338942,4.36,,,,3,4855.600545,,,,
52370338943,6.86,,,,3,4939.700276,,,,
52370315992,,,,,3,4712.205217,,,,
52370315993,6.3,,,,3,4716.112848,,,,
52370315986,,,,,3,4836.216606,,,,
52370315987,3,,,,3,4850.853125,1,,,
52370338940,,,,,3,4691.267265,,,,
52370338941,4.36,,,,3,4772.767183,,,,
52370338950,,,,,3,4626.148595,,,,
52370338951,,,,,3,4708.77488,,,,
52370316900,41.16,,,,3,5636.216254,,,,
52370316901,,,,,3,5658.063597,,,,
52370315994,,,,,3,4722.795565,,,,
52370315995,,,,,3,4732.241615,,,,
52370317908,,,,,3,6342.147694,,,,
52370317909,,,,,3,6398.583582,,,,
52370315990,3.13,,,,3,4711.079575,,,,
52370315991,,,,,3,4711.066767,,,,
52370316908,,,,,3,5871.592037,,,,
52370316909,,,,,3,5910.350757,,,,
52370316902,,,,,3,5682.13617,,,,
52370316903,,,,,3,5708.405823,,,,
52370315988,9.56,,,,3,4868.140977,1,,,
52370315989,10.67,,,,3,4888.052034,,,,
52370315998,7.11,,,,3,4776.97189,1,,,
52370315999,3.56,,,,3,4797.261122,1,,,
52370316916,,,,,3,5711.716689,,,,
52370316917,,,,,3,5746.988793,,,,
52370316910,,,,,3,5545.23772,,,,
52370316911,,,,,3,5567.44183,,,,
52370315996,3,,,,3,4744.434495,,,,
52370315997,7.78,,,,3,4759.353098,,,,
52370316906,,,,,3,5800.086285,,,,
52370316907,,,,,3,5834.824591,,,,
52370316924,,,,,3,5558.336301,,,,
52370316925,,,,,3,5589.883354,,,,
52370316918,,,,,3,5784.31418,,,,
52370316919,,,,,3,5823.653372,,,,
52370316904,,,,,3,5736.842377,,,,
52370316905,,,,,3,5767.413783,,,,
52370316914,,,,,3,5647.483968,,,,
52370316915,,,,,3,5678.536126,,,,
52370316932,,,,,3,5411.88916,,,,
52370316933,,,,,3,5439.463186,,,,
52370316926,,,,,3,5623.586644,,,,
52370316927,,,,,3,5659.407652,,,,
52370316912,,,,,3,5591.904255,,,,
52370316913,,,,,3,5618.5955,,,,
52370316922,,,,,3,5501.856729,,,,
52370316923,,,,,3,5528.982393,,,,
52370316940,,,,,3,5272.843796,,,,
52370316941,,,,,3,5296.189227,,,,
52370316934,,,,,3,5469.297236,,,,
52370316935,,,,,3,5501.354545,,,,
52370316920,6,,,,3,5454.420373,,,,
52370316921,,,,,3,5476.992415,,,,
52370316930,3,,,,3,5363.657741,,,,
52370316931,,,,,3,5386.609864,,,,
52370316948,,,,,3,5523.71438,,,,
52370316949,,,,,3,5564.894768,,,,
52370316942,,,,,3,5321.897752,,,,
52370316943,,,,,3,5349.935306,,,,
52370316928,,,,,3,5697.306436,,,,
52370316929,,,,,3,5737.241823,,,,
52370316938,,,,,3,5610.471753,,,,
52370316939,,,,,3,5651.020391,,,,
52370316956,,,,,3,5359.958236,,,,
52370316957,,,,,3,5397.527886,,,,
52370316950,,,,,3,5182.199343,,,,
52370316951,,,,,3,5205.951002,,,,
52370316936,,,,,3,5535.596491,,,,
52370316937,,,,,3,5571.9828,,,,
52370316946,,,,,3,5447.647646,,,,
52370316947,,,,,3,5484.617057,,,,
52370316964,,,,,3,5202.780997,,,,
52370316965,,,,,3,5236.469043,,,,
52370316958,,,,,3,5437.251042,,,,
52370316959,,,,,3,5479.08087,,,,
52370317972,11.13,,,,3,5449.982366,,,,
52370317973,3.42,,,,3,5501.260862,,,,
52370316954,,,,,3,5291.460299,,,,
52370316955,,,,,3,5324.587675,,,,
52370316972,,,,,3,5052.688806,,,,
52370316973,,,,,3,5082.210762,,,,
52370316966,,,,,3,5272.430396,,,,
52370316967,2.9,,,,3,5310.618879,,,,
52370316952,,,,,3,5232.102645,,,,
52370316953,,,,,3,5260.618484,,,,
52370316962,,,,,3,5142.400515,,,,
52370316963,,,,,3,5171.410683,,,,
52370316980,,,,,3,4910.554388,,,,
52370316981,,,,,3,4935.612602,,,,
52370316974,,,,,3,5114.127909,,,,
52370316975,,,,,3,5148.395705,,,,
52370316960,,,,,3,5091.618691,,,,
52370316961,,,,,3,5115.790641,,,,
52370316970,,,,,3,5000.996692,,,,
52370316971,,,,,3,5025.60425,,,,
52370316988,,,,,3,5178.992525,,,,
52370316989,3.4,,,,3,5222.889727,,,,
52370316982,,,,,3,4963.187965,,,,
52370316983,,,,,3,4993.238778,,,,
52370316968,,,,,3,5350.986809,,,,
52370316969,,,,,3,5393.485255,,,,
52370316978,,,,,3,5264.82829,,,,
52370316979,,,,,3,5308.016142,,,,
52370316996,11.59,,,,3,5010.796585,,,,
52370316997,42.49,,,,3,5050.962269,,,,
52370316990,,,,,3,4820.187076,,,,
52370316991,,,,,3,4845.712332,,,,
52370316976,,,,,3,5184.967545,,,,
52370316977,8.69,,,,3,5223.795041,,,,
52370316986,23.17,,,,3,5097.788161,,,,
52370316987,14.48,,,,3,5137.274173,,,,
52370287971,,,,,3,4048.770276,,,,
52370279961,19.16,,,,3,1564.824593,,,,
52370279962,26.34,,,,3,1452.956108,,,,
52370279963,6.96,,,,3,1341.531079,,,,
52370286998,,,,,3,4434.405995,,,,
52370286991,2.8,,,,3,5194.364846,,,,
52370286992,,,,,3,5085.02013,,,,
52370286993,,,,,3,4975.906731,,,,
52370279960,9.04,,,,3,1677.047784,,,,
52370279974,,,,,3,1257.951915,,,,
52370279975,3.6,,,,3,1150.43791,,,,
52370279980,,,,,3,1722.047154,,,,
52370287990,8.39,,,,3,4220.092707,,,,
52370286999,,,,,3,4327.061607,,,,
52370287960,,,,,3,4128.158359,,,,
52370287970,,,,,3,4156.996963,,,,
52370288907,,,,,3,2106.030033,,,,
52370288908,,,,,3,1998.227007,,,,
52370288918,,,,,3,2032.069783,,,,
52370288919,,,,,3,1926.934893,,,,
52370279964,3.48,,,,3,1230.669974,,,,
52370279951,32.85,,,,3,1548.506783,,,,
52370279952,2.74,,,,3,1435.36591,,,,
52370279953,10.8,,,,3,1322.458445,,,,
52370288916,,,,,3,2245.087649,,,,
52370288917,,,,,3,2138.166138,,,,
52370288927,,,,,3,2173.723841,,,,
52370288928,,,,,3,2069.452343,,,,
52370288912,,,,,3,2679.038501,,,,
52370288913,,,,,3,2569.769312,,,,
52370288905,,,,,3,2323.557136,,,,
52370288906,,,,,3,2214.504769,,,,
52370288926,,,,,3,2278.976677,,,,
52370288936,,,,,3,2316.059819,,,,
52370288937,,,,,3,2212.572822,,,,
52370288938,,,,,3,2110.222893,,,,
52370288921,,,,,3,2816.076315,,,,
52370288922,,,,,3,2707.497326,,,,
52370288914,,,,,3,2460.975116,,,,
52370288915,,,,,3,2352.721811,,,,
52370288935,,,,,3,2420.538041,,,,
52370288946,,,,,3,2356.236208,,,,
52370288947,,,,,3,2254.595142,,,,
52370288948,,,,,3,2154.243703,,,,
52370288929,,,,,3,1966.318314,,,,
52370288923,,,,,3,2599.425823,,,,
52370288924,,,,,3,2491.927839,,,,
52370288925,,,,,3,2385.08093,,,,
52370288945,,,,,3,2459.006985,,,,
52370288956,,,,,3,2399.256654,,,,
52370288957,3.09,,,,3,2299.518961,,,,
52370288958,,,,,3,2201.217536,,,,
52370288939,,,,,3,2009.183816,,,,
52370288932,,,,,3,2738.780472,,,,
52370288933,,,,,3,2631.994895,,,,
52370288934,,,,,3,2525.884485,,,,
52370288955,,,,,3,2500.258733,,,,
52370288967,,,,,3,2347.22345,,,,
52370288968,7.41,,,,3,2240.875739,,,,
52370288969,,,,,3,2126.624476,,,,
52370288949,,,,,3,2055.370801,,,,
52370288942,,,,,3,2772.83478,,,,
52370288943,,,,,3,2667.413954,,,,
52370288944,,,,,3,2562.77156,,,,
52370288966,,,,,3,2445.014965,,,,
52370286946,,,,,3,4519.985267,,,,
52370286947,,,,,3,4408.774531,,,,
52370286948,,,,,3,4297.736018,,,,
52370288959,,,,,3,2104.553656,,,,
52370288952,,,,,3,2809.479382,,,,
52370288953,,,,,3,2705.487888,,,,
52370288954,,,,,3,2602.37798,,,,
52370286945,,,,,3,4631.355814,,,,
52370286955,,,,,3,4653.372863,,,,
52370286956,,,,,3,4542.543279,,,,
52370286957,,,,,3,4431.899767,,,,
52370288973,,,,,3,2789.326686,,,,
52370288963,,,,,3,2746.145386,,,,
52370288964,,,,,3,2644.622182,,,,
52370288965,,,,,3,2544.200145,,,,
52370288997,44.5,,,,3,2367.702099,,,,
52370289900,,,,,3,1785.1222,,,,
52370289901,,,,,3,1680.137717,,,,
52370288986,,,,,3,2479.342879,,,,
52370286950,,,,,3,5086.474975,,,,
52370286942,,,,,3,4918.191626,,,,
52370286943,2.8,,,,3,4835.818555,,,,
52370286944,,,,,3,4742.874912,,,,
52370289911,,,,,3,1720.253203,,,,
52370289912,,,,,3,1619.164494,,,,
52370289913,,,,,3,1519.978177,,,,
52370289902,,,,,3,1576.477683,,,,
52370288975,,,,,3,2590.366547,,,,
52370288976,,,,,3,2476.363037,,,,
52370288977,,,,,3,2362.405856,,,,
52370288996,24.73,,,,3,2482.043957,,,,
52370289922,24.11,,,,3,1665.843452,,,,
52370289923,20.87,,,,3,1569.610647,,,,
52370289924,,,,,3,1475.987109,,,,
52370289914,10.43,,,,3,1423.092093,,,,
52370288987,12.36,,,,3,2364.869249,,,,
52370288994,,,,,3,2710.762529,,,,
52370288995,,,,,3,2596.397947,,,,
52370289910,,,,,3,1822.927837,,,,
52370289933,6.96,,,,3,1622.992237,,,,
52370289934,3.71,,,,3,1532.634036,,,,
52370289935,,,,,3,1435.918977,,,,
52370289925,,,,,3,1385.501903,,,,
52370289903,,,,,3,1474.421481,,,,
52370289904,,,,,3,1374.326467,,,,
52370289905,,,,,3,1276.654029,,,,
52370289921,2.68,,,,3,1764.258594,,,,
52370289945,2.69,,,,3,1435.184135,,,,
52370289946,,,,,3,1320.699357,,,,
52370289936,,,,,3,1321.497267,,,,
52370289940,,,,,3,1958.200418,,,,
52370289915,,,,,3,1329.009416,,,,
52370289916,,,,,3,1238.369273,,,,
52370289920,,,,,3,1864.510525,,,,
52370289932,,,,,3,1716.233504,,,,
52370289950,9.89,,,,3,2008.143045,,,,
52370289956,,,,,3,1321.517798,,,,
52370289957,,,,,3,1207.11121,,,,
52370295916,,,,,3,5717.83206,,,,
52370289926,,,,,3,1298.811126,,,,
52370289930,,,,,3,1909.66368,,,,
52370289931,,,,,3,1811.912793,,,,
52370289944,24.44,,,,3,1549.668872,,,,
52370279930,19.13,,,,3,1646.611369,,,,
52370277959,,,,,3,2914.467494,,,,
52370277968,,,,,3,3036.988271,,,,
52370277969,,,,,3,2923.159614,,,,
52370279913,2.9,,,,3,1303.446461,,,,
52370279900,14.39,,,,3,1652.083144,,,,
52370279901,11.56,,,,3,1538.033536,,,,
52370279902,7.7,,,,3,1424.056048,,,,
52370278901,,,,,3,2456.171741,,,,
52370278902,5.56,,,,3,2368.682403,,,,
52370278903,11.94,,,,3,2283.584514,1,,,
52370277979,,,,,3,2934.737747,,,,
52370279950,5.48,,,,3,1661.833382,,,,
52370279920,11.16,,,,3,1646.032006,,,,
52370279921,10.7,,,,3,1531.533669,,,,
52370279922,37.63,,,,3,1417.035292,,,,
52370279973,,,,,3,1366.600595,,,,
52370279990,,,,,3,1751.431616,,,,
52370279991,,,,,3,1644.296352,,,,
52370279992,,,,,3,1538.221765,,,,
52370277978,,,,,3,3048.132944,,,,
